,Unnamed: 0_1,Personnel.Number,Gender,Hire.Date,Exit.Date,Exit.Reason,Cost.Center,Employee.Group,Employee.Subgroup,Location.Code,Employment.Days,Currently.Employed,Lasted.6.Months,Lasted.1.Year,Lasted.2.Years,Lasted.3.Years,Lasted.4.Years,Lasted.5.Years,Unnamed: 0_2,Location.Name,Latitude,Longitude
31,6241,60045063,Male,2011-03-07,,,101-2779,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
32,6298,60045206,Male,2011-04-11,,,101-2790,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
33,6323,60045290,Male,2015-01-19,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
34,6370,60045451,Male,2011-06-27,,,101-2875,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
35,6399,60045519,Male,2011-07-25,,,101-2779,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
36,6508,60045746,Male,2011-11-01,,,101-2780,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
37,6754,60046400,Male,2012-07-23,,,101-2461,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
38,6827,60046556,Male,2012-10-15,,,101-2931,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
39,6835,60046568,Male,2012-10-22,,,101-2927,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
40,6892,60046674,Male,2012-12-03,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
41,6903,60046698,Male,2015-11-09,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
42,6925,60046757,Male,2013-01-28,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
43,6960,60046819,Male,2013-03-04,,,100-1224,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
44,6979,60046865,Male,2013-03-18,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
45,7048,60047057,Male,2013-06-17,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
46,7049,60047058,Male,2013-06-17,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
47,7132,60047231,Male,2013-09-23,,,100-1965,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
48,7224,60047412,Male,2014-01-20,,,101-2950,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
49,7385,60047785,Female,2014-07-07,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
50,7445,60047904,Male,2014-09-15,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
51,7470,60047947,Male,2008-04-07,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
52,7541,60048082,Male,2015-01-05,,,101-3980,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
53,7707,60048389,Male,2015-05-04,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
54,7850,60048710,Male,2015-07-20,,,100-6000,Employee,Executive,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
55,7855,60048720,Female,2015-07-27,,,101-2927,Employee,Salary Grade Less 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
56,7906,60048815,Male,2015-08-24,,,101-3484,Employee,Salary Grade Less 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
57,7969,60048928,Male,2015-10-13,,,100-1965,Employee,Salary Grade Less 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
58,7970,60048929,Female,2015-10-13,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
59,8043,60049061,Male,2015-11-30,,,101-2785,Employee,Salary Grade 12,0701,,True,True,True,True,,,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
60,8698,60242831,Male,2006-08-23,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
61,8701,60243646,Male,2004-06-21,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
62,8730,60246971,Male,2004-11-01,,,101-2420,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
63,8765,60258587,Male,2005-04-25,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
64,8793,60267692,Female,2003-12-04,,,101-2931,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
65,8794,60268261,Male,2005-09-26,,,101-3780,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
66,8819,60272647,Male,2006-02-20,,,100-1960,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
67,8825,60299526,Male,2006-03-26,,,100-1961,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
68,8834,60303853,Male,2006-06-26,,,101-2484,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
69,8838,60304421,Male,2006-07-17,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
70,8905,60347838,Female,2007-10-23,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
71,8907,60360189,Male,1989-07-10,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
72,8908,60360280,Male,1990-01-02,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
73,8909,60361809,Female,2008-10-14,,,101-2950,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
74,8910,60362702,Male,2001-11-06,,,101-2785,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
75,8911,60362734,Male,2000-09-11,,,101-2484,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
76,8912,60362738,Female,2000-09-11,,,101-2484,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
77,8913,60363014,Male,1998-10-26,,,101-2484,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
78,8914,60363015,Male,2000-04-03,,,101-2790,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
79,8915,60363287,Male,1973-12-10,,,101-2203,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
80,8916,60363305,Male,1976-01-27,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
81,8917,60363323,Male,1977-04-11,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
82,8918,60363330,Female,1977-09-06,,,101-2950,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
83,8919,60363346,Male,1978-05-01,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
84,8920,60363354,Male,1978-11-15,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
85,8921,60363361,Male,1979-02-26,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
86,8922,60363374,Male,1979-06-11,,,101-2785,Employee,Executive,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
87,8923,60363395,Male,1984-06-11,,,101-2790,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
88,8924,60363402,Male,1983-12-05,,,101-2770,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
89,8925,60363409,Male,1984-08-13,,,101-3780,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
90,8926,60363411,Male,1984-11-06,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
91,8927,60363412,Male,1986-01-14,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
92,8928,60363414,Male,1985-05-27,,,101-2785,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
93,8929,60363416,Male,1985-06-24,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
94,8930,60363431,Male,1989-04-03,,,101-2780,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
95,8931,60363437,Male,1989-08-21,,,101-2780,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
96,8932,60363439,Male,1990-01-08,,,101-3980,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
97,8933,60363441,Male,1994-01-10,,,101-2780,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
98,8934,60363458,Male,1995-07-17,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
99,8935,60363459,Female,1995-08-08,,,100-1961,Employee,Executive,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
100,8936,60363467,Male,1996-04-29,,,101-3980,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
101,8937,60363471,Male,1996-06-17,,,101-2461,Employee,Executive,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
102,8938,60363473,Male,1996-07-02,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
103,8939,60363481,Male,1997-05-26,,,101-2785,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
104,8940,60363497,Male,1998-01-19,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
105,8941,60363514,Male,1998-08-24,,,101-2875,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
106,8942,60363531,Male,1999-01-18,,,101-2770,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
107,8943,60363533,Male,1999-02-22,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
108,8944,60363534,Female,1999-02-22,,,101-2950,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
109,8945,60363548,Male,2000-03-21,,,101-3780,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
110,8946,60363558,Male,1999-08-09,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
111,8947,60363584,Male,2000-03-13,,,101-2484,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
112,8948,60363597,Male,2000-05-15,,,101-2779,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
113,8949,60363599,Male,2000-07-04,,,101-3780,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
114,8950,60363602,Female,2000-07-24,,,101-2484,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
115,8951,60363606,Male,2000-08-21,,,101-3484,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
116,8952,60363614,Male,2000-09-18,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
117,8953,60363618,Male,2000-11-06,,,101-3980,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
118,8954,60363619,Male,2000-11-06,,,101-2770,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
119,8955,60363632,Male,2001-01-16,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
120,8956,60363640,Male,2001-04-23,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
121,8957,60363645,Male,2002-07-31,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
122,8958,60363649,Male,2013-11-11,,,101-2484,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
123,8959,60363659,Male,2001-09-10,,,101-3484,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
124,8960,60363681,Male,2002-05-13,,,101-2875,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
125,8961,60363682,Male,2002-05-13,,,101-2790,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
126,8962,60363697,Female,2002-07-03,,,101-2927,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
127,8963,60363700,Male,2002-08-01,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
128,8964,60363706,Male,2002-09-09,,,101-2770,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
129,8965,60363707,Female,1998-11-26,,,101-2950,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
130,8966,60363719,Male,2002-12-02,,,101-2784,Employee,Nonexempt,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
131,8967,60363724,Male,2005-01-17,,,101-2790,Expatriate,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
132,8968,60363733,Male,2003-02-18,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
133,8969,60363751,Male,2003-08-25,,,101-2785,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
134,8970,60363767,Female,1999-05-15,,,101-2420,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
135,8971,60363847,Male,1986-03-24,,,100-1963,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
136,8972,60364173,Male,1997-09-01,,,100-1960,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
137,8973,60364198,Male,1998-03-16,,,100-1960,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
138,8974,60364262,Male,1998-11-30,,,101-2790,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
139,8975,60364266,Male,1998-09-23,,,100-1960,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
140,8976,60364307,Male,2000-07-04,,,100-1960,Employee,Salary Grade Less 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
141,8977,60365830,Male,1986-07-14,,,101-2950,Employee,Salary Grade 12,0701,,True,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
142,14296,60002436,Male,2016-06-01,2016-06-01,V0 Resignation unknown/Other,,Employee,Salary Grade Less 12,0701,0.0,False,False,False,False,False,False,False,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
143,14429,60004494,Male,2016-10-17,2016-12-12,I4 Failed probation period,101-2770,Employee,Nonexempt,0701,56.0,False,False,False,False,False,False,False,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
144,14607,60045049,Male,2011-03-01,2016-11-18,V3 Accepted other employment,101-2785,Employee,Salary Grade Less 12,0701,2089.0,False,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
145,14705,60046871,Male,2013-04-01,2016-05-13,V3 Accepted other employment,101-2785,Employee,Salary Grade Less 12,0701,1138.0,False,True,True,True,True,False,False,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
146,14735,60047372,Male,2013-12-16,2016-09-15,V8 Relocation,101-2927,Employee,Salary Grade Less 12,0701,1004.0,False,True,True,True,False,False,False,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
147,15024,60346676,Male,2007-10-24,2016-07-01,I5 Excessive absenteeism,101-2770,Employee,Nonexempt,0701,3173.0,False,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
148,15025,60363339,Male,1977-11-14,2016-08-31,VR Retirement normal,101-2770,Employee,Nonexempt,0701,14170.0,False,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
149,15026,60363421,Male,1987-08-31,2016-09-30,VR Retirement normal,101-2780,Employee,Salary Grade Less 12,0701,10623.0,False,True,True,True,True,True,True,1,"Chatham-Kent, Ontario, Canada",42.405207,-82.191467
150,206,60000485,Male,2016-02-08,,,99190,Employee,Salary Grade Less 12,0703,,True,True,True,True,,,,2,"Mississauga, Algoma District, Ontario, Canada",46.193900899999996,-83.01102970000001
151,207,60000486,Male,2016-02-08,,,99190,Employee,Salary Grade Less 12,0703,,True,True,True,True,,,,2,"Mississauga, Algoma District, Ontario, Canada",46.193900899999996,-83.01102970000001
